"hour","count","request_type","division","section"
16,36,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
16,12,"Res / Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
16,50,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
16,16,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
16,4,"Res Above Comm / Nite Recycle / Missed","Solid Waste Management Services","Collections"
16,2,"Residential / Nite Furniture / Missed","Solid Waste Management Services","Collections"
16,82,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
16,184,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
16,50,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
16,30,"Residential: Bin: Repair or Replace Body/Handle","Solid Waste Management Services","Collections"
16,12,"Residential: Bin: Repair or Replace Lid","Solid Waste Management Services","Collections"
16,4,"Residential: Bin: Repair or Replace Wheel","Solid Waste Management Services","Collections"
16,12,"Residential: Bin: Wrong Delivery","Solid Waste Management Services","Collections"
16,24,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
16,30,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
16,58,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
16,42,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
16,6,"Residential: Garbage Bin: New Account Extra Large","Solid Waste Management Services","Collections"
16,6,"Residential: Garbage Bin: New Account Large","Solid Waste Management Services","Collections"
16,2,"Residential: Garbage Bin: New Account Medium","Solid Waste Management Services","Collections"
16,4,"Residential: Garbage Bin: New Account Small","Solid Waste Management Services","Collections"
16,30,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
16,4,"Residential: Recycle Bin: Additional Large","Solid Waste Management Services","Collections"
16,2,"Residential: Recycle Bin: Additional Medium","Solid Waste Management Services","Collections"
16,26,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
16,14,"Residential: Recycle Bin: Exchange to Medium","Solid Waste Management Services","Collections"
16,2,"Residential: Recycle Bin: Exchange to Small","Solid Waste Management Services","Collections"
16,6,"Residential: Recycle Bin: New Account Extra Large","Solid Waste Management Services","Collections"
16,12,"Residential: Recycle Bin: New Account Large","Solid Waste Management Services","Collections"
16,6,"Residential: Recycle Bin: New Account Medium","Solid Waste Management Services","Collections"
16,2,"Residential: Recycle Bin: New Account Small","Solid Waste Management Services","Collections"
16,2,"Restoration Related","Toronto Water","District Ops - Operations & Maintenance"
16,24,"Road - Cleaning/Debris","Transportation Services","Road Operations "
16,8,"Road - Damaged","Transportation Services","Road Operations "
16,6,"Road - Sinking","Transportation Services","Road Operations "
16,4,"Road Water Ponding","Transportation Services","Road Operations "
16,2,"Roadside Utility Cut - Settlement","Transportation Services","Road Operations "
16,8,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
16,12,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
16,4,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
16,6,"Sewer Service Line-Cleanout Repair","Toronto Water","District Ops - Operations & Maintenance"
16,40,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
16,2,"Sidewalk - Graffiti Complaint","Transportation Services","Road Operations "
16,6,"Sidewalk-Water Ponding","Transportation Services","Road Operations "
16,2,"Sight Line Obstruction","Transportation Services","Traffic Ops - Traffic Engineering"
16,8,"Signal Timing Review/Vehicle Delays","Transportation Services","Traffic Ops - Traffic Engineering"
16,14,"Signs","Municipal Licensing & Standards","District Enforcement"
16,2,"Speed Bumps in Laneway","Transportation Services","Traffic Ops - Traffic Engineering"
16,44,"Stemming","Urban Forestry","Forestry Operations"
16,48,"Storm Clean Up","Urban Forestry","Forestry Operations"
16,2,"Street furniture damaged","Transportation Services","Road Operations "
16,2,"Traffic Infiltration","Transportation Services","Traffic Ops - Traffic Engineering"
16,12,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
16,2,"Transfer Station Comment","Solid Waste Management Services","Transfer, Disposal & Operations"
16,4,"Tree Planting","Urban Forestry","Forestry Operations"
16,2,"Walkway - damaged","Transportation Services","Road Operations "
16,4,"Water Meter-Leaking","Toronto Water","District Ops - Central Services"
16,14,"Water Quality-Discoloured (Rusty or Dirty) Water","Toronto Water","District Ops - Operations & Maintenance"
16,4,"Water Service Line-Check Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
16,6,"Water Service Line-Damaged Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
16,18,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
16,10,"Water Service Line-Locate / Adjust service box","Toronto Water","District Ops - Operations & Maintenance"
16,16,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
16,38,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
16,6,"Water Service Line-Turn Off/Burst","Toronto Water","District Ops - Operations & Maintenance"
16,40,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
16,2,"Water Valve-Leaking","Toronto Water","District Ops - Operations & Maintenance"
16,2,"Watercourses-Blocked/Flooding","Toronto Water","District Ops - Operations & Maintenance"
16,26,"Watermain-Possible Break","Toronto Water","District Ops - Operations & Maintenance"
16,34,"Zoning","Municipal Licensing & Standards","District Enforcement"
17,14,"Adequate Heat","Municipal Licensing & Standards","District Enforcement"
17,4,"All / Hazardous Waste / Missed","Solid Waste Management Services","Collections"
17,20,"All / Hazardous Waste / Pick Up Request","Solid Waste Management Services","Collections"
17,24,"Bin Investigation Request","Solid Waste Management Services","Collections"
17,2,"Block Pruning","Urban Forestry","Forestry Operations"
17,2,"Boulevard - Pick-Up Shopping Carts","Transportation Services","Road Operations "
17,2,"Boulevard - Plough Damage","Transportation Services","Road Operations "
17,8,"Boulevards - Damaged Asphalt","Transportation Services","Road Operations "
17,2,"Boulevards - Weed Removal","Transportation Services","Road Operations "
17,2,"Catch basin (Storm) - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
17,8,"Catch Basin - Blocked / Flooding","Transportation Services","Road Operations "
17,4,"Catch Basin - Damaged Maintenance Requested","Transportation Services","Road Operations "
17,6,"Catch Basin Maintenance and Repair","Transportation Services","Road Operations "
17,2,"Comm / Nite Organic Cart / Missed","Solid Waste Management Services","Collections"
17,2,"Comm / Nite Recycle Cardboard Missed","Solid Waste Management Services","Collections"
17,4,"Commercial / Recycle Cart / Missed","Solid Waste Management Services","Collections"
17,2,"Complaint regarding Contractor","Transportation Services","Road Operations "
17,2,"Ditch Maintenance Requested","Transportation Services","Road Operations "
17,86,"Election Signs","Municipal Licensing & Standards","District Enforcement"
17,2,"Fence","Municipal Licensing & Standards","District Enforcement"
17,36,"General Pruning","Urban Forestry","Forestry Operations"
17,8,"General Tree Maintenance","Urban Forestry","Forestry Operations"
17,4,"Graffiti","Municipal Licensing & Standards","District Enforcement"
17,8,"Hydrant-Leaking","Toronto Water","District Ops - Operations & Maintenance"
17,4,"Left/Right Turn Signal Priority Features","Transportation Services","Traffic Ops - Traffic Engineering"
17,2,"Litter / Bin / Litter Bin Installation","Solid Waste Management Services","Collections"
17,2,"Litter / Bin / Overflow or Missed","Solid Waste Management Services","Collections"
17,2,"Litter / Bin / Reinstall, Replace Missing","Solid Waste Management Services","Collections"
17,8,"Litter / Laneway / Clean Up","Solid Waste Management Services","Collections"
17,8,"Litter / Sidewalk & Blvd / Pick Up Request","Solid Waste Management Services","Collections"
17,10,"Long Grass and Weeds","Municipal Licensing & Standards","District Enforcement"
17,2,"Maintenance Hole - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
17,2,"Maintenance Holes Lid Loose/Missing","Transportation Services","Road Operations "
17,10,"Missing/Damaged Signs","Transportation Services","TMC - Signs & Markings"
17,8,"Multi-Res / Garbage Cart / Missed","Solid Waste Management Services","Collections"
17,4,"Multi-Res / Garbage Front-End / Missed","Solid Waste Management Services","Collections"
17,2,"Multi-Res / Garbage Rear-Bin / Missed","Solid Waste Management Services","Collections"
17,2,"Multi-Res / Organic Front-End / Missed","Solid Waste Management Services","Collections"
17,2,"Multi-Res / Recycle Cart / Missed","Solid Waste Management Services","Collections"
17,2,"Multi-Res / Recycle Front-End / Missed","Solid Waste Management Services","Collections"
17,4,"Multi-Res / Yard Waste / Missed","Solid Waste Management Services","Collections"
17,2,"New Pedestrian Crossover","Transportation Services","Traffic Ops - Traffic Engineering"
17,2,"New Traffic Control Signal Request","Transportation Services","Traffic Ops - Traffic Engineering"
17,12,"Noise","Municipal Licensing & Standards","District Enforcement"
17,8,"Operational Comment or Complaint","Transportation Services","Road Operations "
17,34,"Operator / Operations Complaint","Solid Waste Management Services","Collections"
17,6,"Permit Inspection","Urban Forestry","Tree Protection and Plan Review"
17,2,"Pit Cover/Paver Maintenance","Urban Forestry","Forestry Operations"
17,2,"Pollution Spill Response","Toronto Water","District Ops - Operations & Maintenance"
17,80,"Property Standards","Municipal Licensing & Standards","District Enforcement"
17,4,"PXO Maintenance","Transportation Services","TMC - TPIM"
17,2,"Res / Above Comm / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
17,136,"Res / Garbage / Missed","Solid Waste Management Services","Collections"
17,24,"Res / Garbage / Whole Street Missed","Solid Waste Management Services","Collections"
17,8,"Res / Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
17,4,"Res / Nite Garbage / Missed","Solid Waste Management Services","Collections"
17,2,"Res / Nite Organic&Recycle / Missed","Solid Waste Management Services","Collections"
17,2,"Res / Nite Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
17,4,"Res / Org&Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
17,6,"Res / Org&Garbage Whole Street / Missed","Solid Waste Management Services","Collections"
17,2,"Res / Org&Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
17,14,"Res / Org&Recycle Whole Street / Missed","Solid Waste Management Services","Collections"
17,2,"Res / Organic Front&Side / Missed","Solid Waste Management Services","Collections"
17,102,"Res / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
17,36,"Res / Organic Green Bin / Whole Street / Missed","Solid Waste Management Services","Collections"
17,18,"Res / Organic&Garbage / Missed","Solid Waste Management Services","Collections"
17,14,"Res / Organic&Recycle / Missed","Solid Waste Management Services","Collections"
17,104,"Res / Recycle / Missed","Solid Waste Management Services","Collections"
17,30,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
17,10,"Res / Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
17,32,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
17,8,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
17,4,"Res Above Comm / Nite Recycle / Missed","Solid Waste Management Services","Collections"
17,2,"Residential / Nite Furniture / Missed","Solid Waste Management Services","Collections"
17,2,"Residential / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
17,70,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
17,218,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
17,52,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
17,4,"Residential: Bin: Repair or Replace Body/Handle","Solid Waste Management Services","Collections"
17,2,"Residential: Bin: Repair or Replace Lid","Solid Waste Management Services","Collections"
17,2,"Residential: Bin: Repair or Replace Metal Bar","Solid Waste Management Services","Collections"
17,2,"Residential: Bin: Repair or Replace Wheel","Solid Waste Management Services","Collections"
17,6,"Residential: Bin: Wrong Delivery","Solid Waste Management Services","Collections"
17,2,"Residential: Garbage Bin: Additional Large","Solid Waste Management Services","Collections"
17,4,"Residential: Garbage Bin: Additional Medium","Solid Waste Management Services","Collections"
17,2,"Residential: Garbage Bin: Additional Small","Solid Waste Management Services","Collections"
17,2,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
17,16,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
17,30,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
17,20,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
17,10,"Residential: Garbage Bin: New Account Large","Solid Waste Management Services","Collections"
17,2,"Residential: Garbage Bin: New Account Medium","Solid Waste Management Services","Collections"
17,2,"Residential: Garbage Bin: New Account Small","Solid Waste Management Services","Collections"
17,6,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
17,2,"Residential: Recycle Bin: Additional Large","Solid Waste Management Services","Collections"
17,2,"Residential: Recycle Bin: Additional Medium","Solid Waste Management Services","Collections"
17,16,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
17,8,"Residential: Recycle Bin: Exchange to Medium","Solid Waste Management Services","Collections"
17,4,"Residential: Recycle Bin: Exchange to Small","Solid Waste Management Services","Collections"
17,4,"Residential: Recycle Bin: New Account Extra Large","Solid Waste Management Services","Collections"
17,10,"Residential: Recycle Bin: New Account Large","Solid Waste Management Services","Collections"
17,4,"Restoration Related","Toronto Water","District Ops - Operations & Maintenance"
17,20,"Road - Cleaning/Debris","Transportation Services","Road Operations "
17,8,"Road - Damaged","Transportation Services","Road Operations "
17,4,"Road - Sinking","Transportation Services","Road Operations "
17,4,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
17,4,"Rooming House","Municipal Licensing & Standards","District Enforcement"
17,2,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
17,4,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
17,2,"Sewer Service Line-Cleanout Repair","Toronto Water","District Ops - Operations & Maintenance"
17,14,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
17,4,"Sidewalk-Water Ponding","Transportation Services","Road Operations "
17,2,"Sight Line Obstruction","Transportation Services","Traffic Ops - Traffic Engineering"
17,2,"Signal Timing Review/Vehicle Delays","Transportation Services","Traffic Ops - Traffic Engineering"
17,2,"Speed Bumps in Laneway","Transportation Services","Traffic Ops - Traffic Engineering"
17,6,"Stemming","Urban Forestry","Forestry Operations"
17,36,"Storm Clean Up","Urban Forestry","Forestry Operations"
17,4,"Traffic Island - Damaged","Transportation Services","Road Operations "
17,10,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
17,4,"Walkway - damaged","Transportation Services","Road Operations "
17,2,"Walkway-Weeds Need Cutting","Transportation Services","Road Operations "
17,6,"Water Meter-Leaking","Toronto Water","District Ops - Central Services"
17,6,"Water Quality-Discoloured (Rusty or Dirty) Water","Toronto Water","District Ops - Operations & Maintenance"
17,8,"Water Service Line-Check Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
17,14,"Water Service Line-Damaged Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
17,18,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
17,6,"Water Service Line-Locate / Adjust service box","Toronto Water","District Ops - Operations & Maintenance"
17,14,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
17,24,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
17,2,"Water Service Line-Turn Off/Burst","Toronto Water","District Ops - Operations & Maintenance"
17,54,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
17,2,"Water Valve-Leaking","Toronto Water","District Ops - Operations & Maintenance"
17,18,"Watermain-Possible Break","Toronto Water","District Ops - Operations & Maintenance"
17,22,"Zoning","Municipal Licensing & Standards","District Enforcement"
18,2,"ABCD's / Garbage Cart / Missed","Solid Waste Management Services","Collections"
18,2,"ABCD's / Garbage Pile / Missed","Solid Waste Management Services","Collections"
18,2,"ABCD's / Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
18,8,"Adequate Heat","Municipal Licensing & Standards","District Enforcement"
18,4,"All / Hazardous Waste / Missed","Solid Waste Management Services","Collections"
18,10,"All / Hazardous Waste / Pick Up Request","Solid Waste Management Services","Collections"
18,10,"Bin Investigation Request","Solid Waste Management Services","Collections"
18,6,"Block Pruning","Urban Forestry","Forestry Operations"
18,2,"Boulevard - Leaf Pick-up Mechanical","Transportation Services","Road Operations "
18,4,"Boulevard - Pick-Up Shopping Carts","Transportation Services","Road Operations "
18,10,"Boulevards - Damaged Asphalt","Transportation Services","Road Operations "
18,2,"Bridge - Graffiti Complaint","Transportation Services","Road Operations "
18,2,"Catch basin (Storm) - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
18,2,"Catch Basin - Blocked / Flooding","Transportation Services","Road Operations "
18,2,"Catch Basin - Damaged Maintenance Requested","Transportation Services","Road Operations "
18,4,"Catch Basin - Debris / Litter","Transportation Services","Road Operations "
18,2,"Comm / Nite Organic Cart / Missed","Solid Waste Management Services","Collections"
18,2,"Comm / Nite Recycle Cardboard Missed","Solid Waste Management Services","Collections"
18,2,"Commercial / Organic Cart / Missed","Solid Waste Management Services","Collections"
18,4,"Complaint regarding Contractor","Transportation Services","Road Operations "
18,2,"Culverts - Blocked","Transportation Services","Road Operations "
18,132,"Election Signs","Municipal Licensing & Standards","District Enforcement"
18,2,"Flashing Beacon Maintenance","Transportation Services","TMC - TPIM"
18,32,"General Pruning","Urban Forestry","Forestry Operations"
18,8,"Graffiti","Municipal Licensing & Standards","District Enforcement"
18,2,"Hydrant-Damage","Toronto Water","District Ops - Operations & Maintenance"
18,6,"Hydrant-Leaking","Toronto Water","District Ops - Operations & Maintenance"
18,2,"Intersection Safety Review","Transportation Services","Traffic Ops - Traffic Engineering"
18,2,"Laneway - Surface Damage","Transportation Services","Road Operations "
18,6,"Litter / Bin / Overflow or Missed","Solid Waste Management Services","Collections"
18,2,"Litter / Laneway / Clean Up","Solid Waste Management Services","Collections"
18,4,"Litter / Sidewalk & Blvd / Pick Up Request","Solid Waste Management Services","Collections"
18,4,"Litter / Street Furniture& Poster / Removal","Solid Waste Management Services","Collections"
18,6,"Locate-Emergency","Toronto Water","District Ops - Central Services"
18,6,"Long Grass and Weeds","Municipal Licensing & Standards","District Enforcement"
18,2,"Maintenance Hole - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
18,4,"Maintenance Holes Lid Loose/Missing","Transportation Services","Road Operations "
18,20,"Missing/Damaged Signs","Transportation Services","TMC - Signs & Markings"
18,2,"Mode of Control of TCS","Transportation Services","Traffic Ops - Traffic Engineering"
18,8,"Multi-Res / Garbage Cart / Missed","Solid Waste Management Services","Collections"
18,2,"Multi-Res / Organic Front-End / Missed","Solid Waste Management Services","Collections"
18,6,"Multi-Res / Recycle Cart / Missed","Solid Waste Management Services","Collections"
18,4,"Multi-Res / Recycle Front-End / Missed","Solid Waste Management Services","Collections"
18,2,"Multi-Res / Recycle Rear-Bin / Missed","Solid Waste Management Services","Collections"
18,4,"New Traffic Control Signal Request","Transportation Services","Traffic Ops - Traffic Engineering"
18,22,"Noise","Municipal Licensing & Standards","District Enforcement"
18,2,"Operational Comment or Complaint","Transportation Services","Road Operations "
18,6,"Operator / Operations Complaint","Solid Waste Management Services","Collections"
18,2,"Operator / Operations Compliment","Solid Waste Management Services","Collections"
18,6,"Permit Inspection","Urban Forestry","Tree Protection and Plan Review"
18,4,"Pollution Spill Response","Toronto Water","District Ops - Operations & Maintenance"
18,2,"Private Tree Inspection","Urban Forestry","Tree Protection and Plan Review"
18,52,"Property Standards","Municipal Licensing & Standards","District Enforcement"
18,4,"PXO Maintenance","Transportation Services","TMC - TPIM"
18,2,"Res / Above Comm / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
18,108,"Res / Garbage / Missed","Solid Waste Management Services","Collections"
18,10,"Res / Garbage / Whole Street Missed","Solid Waste Management Services","Collections"
18,2,"Res / Nite Organic&Garbage / Missed","Solid Waste Management Services","Collections"
18,2,"Res / Nite Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
18,4,"Res / Org&Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
18,8,"Res / Org&Garbage Whole Street / Missed","Solid Waste Management Services","Collections"
18,2,"Res / Org&Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
18,20,"Res / Org&Recycle Whole Street / Missed","Solid Waste Management Services","Collections"
18,2,"Res / Organic Front&Side / Missed","Solid Waste Management Services","Collections"
18,62,"Res / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
18,56,"Res / Organic Green Bin / Whole Street / Missed","Solid Waste Management Services","Collections"
18,20,"Res / Organic&Garbage / Missed","Solid Waste Management Services","Collections"
18,10,"Res / Organic&Recycle / Missed","Solid Waste Management Services","Collections"
18,58,"Res / Recycle / Missed","Solid Waste Management Services","Collections"
18,40,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
18,4,"Res / Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
18,40,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
18,6,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
18,4,"Res Above Comm / Nite Recycle / Missed","Solid Waste Management Services","Collections"
18,50,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
18,222,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
18,14,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
18,4,"Residential: Bin: Repair or Replace Body/Handle","Solid Waste Management Services","Collections"
18,4,"Residential: Bin: Repair or Replace Lid","Solid Waste Management Services","Collections"
18,2,"Residential: Garbage Bin: Additional Large","Solid Waste Management Services","Collections"
18,2,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
18,6,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
18,24,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
18,24,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
18,2,"Residential: Garbage Bin: New Account Small","Solid Waste Management Services","Collections"
18,2,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
18,2,"Residential: Recycle Bin: Additional Large","Solid Waste Management Services","Collections"
18,4,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
18,2,"Residential: Recycle Bin: New Account Medium","Solid Waste Management Services","Collections"
18,6,"Restoration Related","Toronto Water","District Ops - Operations & Maintenance"
18,16,"Road - Cleaning/Debris","Transportation Services","Road Operations "
18,2,"Road - Damaged","Transportation Services","Road Operations "
18,2,"Road - Sinking","Transportation Services","Road Operations "
18,2,"Road Allowance","Municipal Licensing & Standards","District Enforcement"
18,2,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
18,2,"Rooming House","Municipal Licensing & Standards","District Enforcement"
18,10,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
18,10,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
18,12,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
18,2,"Signal Pre-emption","Transportation Services","Traffic Ops - Traffic Engineering"
18,4,"Signal Timing Review/Vehicle Delays","Transportation Services","Traffic Ops - Traffic Engineering"
18,2,"Signs","Municipal Licensing & Standards","District Enforcement"
18,2,"Speed Bumps in Laneway","Transportation Services","Traffic Ops - Traffic Engineering"
18,8,"Stemming","Urban Forestry","Forestry Operations"
18,12,"Storm Clean Up","Urban Forestry","Forestry Operations"
18,12,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
18,2,"Tree Planting","Urban Forestry","Forestry Operations"
18,10,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
18,4,"Water Service Line-Locate / Adjust service box","Toronto Water","District Ops - Operations & Maintenance"
18,36,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
18,18,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
18,2,"Water Service Line-Turn Off/Burst","Toronto Water","District Ops - Operations & Maintenance"
18,30,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
18,4,"Water Valve-Leaking","Toronto Water","District Ops - Operations & Maintenance"
18,14,"Watermain-Possible Break","Toronto Water","District Ops - Operations & Maintenance"
18,4,"Zoning","Municipal Licensing & Standards","District Enforcement"
19,2,"ABCD's / Recycle Cart / Missed","Solid Waste Management Services","Collections"
19,8,"Adequate Heat","Municipal Licensing & Standards","District Enforcement"
19,2,"All / Hazardous Waste / Missed","Solid Waste Management Services","Collections"
19,6,"All / Hazardous Waste / Pick Up Request","Solid Waste Management Services","Collections"
19,2,"Bin Investigation Request","Solid Waste Management Services","Collections"
19,2,"Catch basin (Storm) - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
19,2,"Catch Basin - Blocked / Flooding","Transportation Services","Road Operations "
19,2,"Comm / Nite Garbage Yellow Bag / Missed","Solid Waste Management Services","Collections"
19,52,"Election Signs","Municipal Licensing & Standards","District Enforcement"
19,6,"General Pruning","Urban Forestry","Forestry Operations"
19,2,"General Tree Maintenance","Urban Forestry","Forestry Operations"
19,4,"Graffiti","Municipal Licensing & Standards","District Enforcement"
19,6,"Hydrant-Leaking","Toronto Water","District Ops - Operations & Maintenance"
19,2,"Investigate Regulatory Signs","Transportation Services","Traffic Ops - Traffic Engineering"
19,2,"Laneway - Surface Damage","Transportation Services","Road Operations "
19,2,"Left/Right Turn Signal Priority Features","Transportation Services","Traffic Ops - Traffic Engineering"
19,4,"Litter / Sidewalk & Blvd / Pick Up Request","Solid Waste Management Services","Collections"
19,2,"Maintenance Holes -Damage / Repair","Transportation Services","Road Operations "
19,10,"Missing/Damaged Signs","Transportation Services","TMC - Signs & Markings"
19,2,"Multi-Res / Recycle Front-End / Missed","Solid Waste Management Services","Collections"
19,2,"Multi-Res / Yard Waste / Missed","Solid Waste Management Services","Collections"
19,14,"Noise","Municipal Licensing & Standards","District Enforcement"
19,2,"Operational Comment or Complaint","Transportation Services","Road Operations "
19,20,"Operator / Operations Complaint","Solid Waste Management Services","Collections"
19,38,"Property Standards","Municipal Licensing & Standards","District Enforcement"
19,6,"PXO Maintenance","Transportation Services","TMC - TPIM"
19,38,"Res / Garbage / Missed","Solid Waste Management Services","Collections"
19,12,"Res / Garbage / Whole Street Missed","Solid Waste Management Services","Collections"
19,2,"Res / Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
19,2,"Res / Nite Garbage / Missed","Solid Waste Management Services","Collections"
19,2,"Res / Nite Garbage / Whole Street / Missed","Solid Waste Management Services","Collections"
19,2,"Res / Nite Org&Garbage Whole Street / Missed","Solid Waste Management Services","Collections"
19,2,"Res / Nite Recycle Whole Street / Missed","Solid Waste Management Services","Collections"
19,12,"Res / Org&Garbage Whole Street / Missed","Solid Waste Management Services","Collections"
19,16,"Res / Org&Recycle Whole Street / Missed","Solid Waste Management Services","Collections"
19,14,"Res / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
19,28,"Res / Organic Green Bin / Whole Street / Missed","Solid Waste Management Services","Collections"
19,2,"Res / Organic&Garbage / Missed","Solid Waste Management Services","Collections"
19,10,"Res / Organic&Recycle / Missed","Solid Waste Management Services","Collections"
19,36,"Res / Recycle / Missed","Solid Waste Management Services","Collections"
19,4,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
19,20,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
19,2,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
19,2,"Res Above Comm / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
19,2,"Residential / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
19,24,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
19,144,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
19,22,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
19,2,"Residential: Bin: Repair or Replace Body/Handle","Solid Waste Management Services","Collections"
19,2,"Residential: Bin: Wrong Delivery","Solid Waste Management Services","Collections"
